jm.code,jm.term,os.type,os.id,os.bnf_code,os.nm
0302000K0BHAAAM,DuoResp Spiromax 160microg/dose / 4.5microg/dose dry pdr inh,amp,25254111000001105,0302000K0BHAAAM,DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Teva UK Ltd)
0302000C0BM,Beclometasone Cyclocap,,,,
0302000K0BHABAU,DuoResp Spiromax 320microg/dose / 9microg/dose dry pdr inh,amp,25254711000001106,0302000K0BHABAU,DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (Teva UK Ltd)
0302000C0BMAAAE,Beclometasone 100 Cyclocaps,,,,
0302000K0BIAAAU,Fobumix Easyhaler 320microg/dose / 9microg/dose dry pdr inh,amp,34812111000001106,0302000K0BIAAAU,Fobumix Easyhaler 320micrograms/dose / 9micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
0302000C0BMABAF,Beclometasone 200 Cyclocaps,,,,
0302000K0BIABAM,Fobumix Easyhaler 160microg / 4.5microg/dose dry pdr inh,amp,34950311000001108,0302000K0BIABAM,Fobumix Easyhaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
0302000C0BMACAI,Beclometasone 400 Cyclocaps,,,,
0302000K0BIADAL,Fobumix Easyhaler 80microg/dose / 4.5microg/dose dry pdr inh,amp,34950611000001103,0302000K0BIADAL,Fobumix Easyhaler 80micrograms/dose / 4.5micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
0302000C0BN,Easyhaler (Beclometasone),,,,
0302000N0AAAZAZ,Fluticasone propion 500mcg/Salmeterol 50mcg/dose dry pdr inh,amp,31064811000001101,0302000N0AAAZAZ,Fluticasone propionate 500micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler (A A H Pharmaceuticals Ltd)
0302000N0AAAZAZ,Fluticasone propion 500mcg/Salmeterol 50mcg/dose dry pdr inh,vmp,320280004,0302000N0AAAZAZ,Fluticasone propionate 500micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler
0302000N0BBAAAA,Flixotide 50microgram disks with Diskhaler,amp,3097711000001109,0302000N0BBAAAA,Flixotide 50microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)
0302000C0BP,Clenil Modulite,,,,
0302000N0BBACAC,Flixotide 100microgram disks with Diskhaler,amp,3098611000001101,0302000N0BBACAC,Flixotide 100microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)
0302000N0BBADAD,Flixotide 100microgram disks,amp,3099611000001105,0302000N0BBADAD,Flixotide 100microgram disks (GlaxoSmithKline UK Ltd)
0302000N0BBAEAE,Flixotide 250microgram disks with Diskhaler,amp,3106311000001102,0302000N0BBAEAE,Flixotide 250microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)
0302000N0BBAFAF,Flixotide 250microgram disks,amp,3103511000001100,0302000N0BBAFAF,Flixotide 250microgram disks (GlaxoSmithKline UK Ltd)
0302000N0BBARAR,Flixotide 50micrograms/dose Accuhaler,amp,3183811000001101,0302000N0BBARAR,Flixotide 50micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)
0302000C0BQ,Fostair,,,,
0302000N0BBASAS,Flixotide 100micrograms/dose Accuhaler,amp,3184311000001107,0302000N0BBASAS,Flixotide 100micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)
0302000N0BBATAT,Flixotide 250micrograms/dose Accuhaler,amp,3184911000001108,0302000N0BBATAT,Flixotide 250micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)
0302000N0BBAUAU,Flixotide 500micrograms/dose Accuhaler,amp,3185211000001103,0302000N0BBAUAU,Flixotide 500micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)
0302000C0BR,Fostair NEXThaler,,,,
0302000N0BBAYBA,Flixotide 125micrograms/dose Evohaler,amp,398511000001105,0302000N0BBAYBA,Flixotide 125micrograms/dose Evohaler (GlaxoSmithKline UK Ltd)
0302000N0BBBABC,Flixotide 250micrograms/dose Evohaler,amp,2831211000001109,0302000N0BBBABC,Flixotide 250micrograms/dose Evohaler (GlaxoSmithKline UK Ltd)
0302000C0BS,Kelhale,,,,
0302000C0BT,Soprobec,,,,
0302000K0,Budesonide,,,,
0302000K0AA,Budesonide (Inhalation),,,,
0302000K0AAAAAA,Budesonide 50micrograms/dose inhaler,vmp,35912811000001103,0302000K0AAAAAA,Budesonide 50micrograms/dose inhaler
0302000K0AAADAD,Budesonide 200micrograms/dose inhaler,vmp,35912511000001101,0302000K0AAADAD,Budesonide 200micrograms/dose inhaler
0302000K0AAAGAG,Budesonide 200micrograms/dose dry powder inhaler,vmp,35912411000001100,0302000K0AAAGAG,Budesonide 200micrograms/dose dry powder inhaler
0302000K0AAAHAH,Budesonide 400micrograms/dose dry powder inhaler,vmp,35912711000001106,0302000K0AAAHAH,Budesonide 400micrograms/dose dry powder inhaler
0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials,,,,
0302000K0AAAJAJ,Budesonide 500micrograms/2ml neb liq unit dose vials,,,,
0302000K0AAAKAK,Budesonide 100micrograms/dose dry powder inhaler,vmp,35912111000001105,0302000K0AAAKAK,Budesonide 100micrograms/dose dry powder inhaler
0302000K0AAALAL,Budesonide 100microg / Formoterol 6microg/dose dry pdr inh,vmp,35912011000001109,0302000K0AAALAL,Budesonide 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler
0302000K0AAAMAM,Budesonide 200mcg/dose / Formoterol 6mcg/dose dry powder inh,vmp,134498003,0302000K0AAAMAM,Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler
0302000K0AAARAR,Budesonide 200microgram inhalation powder capsules,,,,
0302000K0AAASAS,Budesonide 400microgram inhalation powder capsules,,,,
0302000K0AAATAT,Budesonide 200micrograms/dose inhaler with spacer,,,,
0302000K0AAAUAU,Budesonide 400mcg/dose /Formoterol 12mcg/dose dry powder inh,vmp,4378111000001103,0302000K0AAAUAU,Budesonide 400micrograms/dose / Formoterol 12micrograms/dose dry powder inhaler
0302000K0AAAVAV,Budesonide 200microg/dose dry pdr inhalation cart with dev,vmp,8024611000001102,0302000K0AAAVAV,Budesonide 200micrograms/dose dry powder inhalation cartridge with device
0302000K0AAAWAW,Budesonide 200micrograms/dose dry pdr inhalation cartridge,vmp,9117811000001107,0302000K0AAAWAW,Budesonide 200micrograms/dose dry powder inhalation cartridge
0302000K0AAAZAZ,Budesonide 100micrograms/dose inhaler CFC free,vmp,14959511000001107,0302000K0AAAZAZ,Budesonide 100micrograms/dose inhaler CFC free
0302000K0AABABA,Budesonide 200micrograms/dose inhaler CFC free,vmp,15374611000001106,0302000K0AABABA,Budesonide 200micrograms/dose inhaler CFC free
0302000K0AABBBB,Budesonide 200microg / Formoterol 6microg/dose inh CFC free,vmp,32960711000001105,0302000K0AABBBB,Budesonide 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free
0302000K0BB,Pulmicort,,,,
0302000K0BBAGAI,Pulmicort 1mg Respules,,,,
0302000K0BBAJAJ,Pulmicort 0.5mg Respules,,,,
0302000K0BBALAT,Pulmicort 200micrograms/dose inhaler with Nebuchamber,,,,
0302000K0BD,Symbicort,,,,
0302000K0BE,Budesonide Cyclocap,,,,
0302000K0BEAAAR,Budesonide 200 Cyclocaps,,,,
0302000K0BEABAS,Budesonide 400 Cyclocaps,,,,
0302000K0BF,Budelin Novolizer,,,,
0302000K0BG,Easyhaler (Budesonide),,,,
0302000K0BH,DuoResp Spiromax,,,,
0302000K0BI,Fobumix,,,,
0302000N0,Fluticasone propionate (Inhalation),,,,
0302000N0AA,Fluticasone propionate (Inhalation),,,,
0302000N0AAAAAA,Fluticasone propionate 50microg inhalation pdr blist,vmp,36059911000001104,0302000N0AAAAAA,Fluticasone propionate 50microgram inhalation powder blisters with device
0302000N0AAABAB,Fluticasone propionate 50microgram inhalation pdr blist,,,,
0302000N0AAACAC,Fluticasone propionate100microg inhalation pdr blist,vmp,36059311000001100,0302000N0AAACAC,Fluticasone propionate 100microgram inhalation powder blisters with device
0302000N0AAADAD,Fluticasone propionate 100microgram inhalation pdr blist,vmp,36059211000001108,0302000N0AAADAD,Fluticasone propionate 100microgram inhalation powder blisters
0302000N0AAAEAE,Fluticasone propionate 250mcg inhalation pdr blist + dev,vmp,36059411000001107,0302000N0AAAEAE,Fluticasone propionate 250microgram inhalation powder blisters with device
0302000N0AAAFAF,Fluticasone propionate 250microgram inhalation pdr blist,vmp,36059511000001106,0302000N0AAAFAF,Fluticasone propionate 250microgram inhalation powder blisters
0302000N0AAAGAG,Fluticasone 25micrograms/dose inhaler,,,,
0302000N0AAAPAP,Fluticasone propionate 500microg inhalation pdr blist,vmp,36059711000001101,0302000N0AAAPAP,Fluticasone propionate 500microgram inhalation powder blisters with device
0302000N0AAAQAQ,Fluticasone propionate 500microgram inhalation pdr blist,,,,
0302000N0AAARAR,Fluticasone propionate 50micrograms/dose dry powder inhaler,vmp,320602002,0302000N0AAARAR,Fluticasone propionate 50micrograms/dose dry powder inhaler
0302000N0AAASAS,Fluticasone propionate 100micrograms/dose dry powder inhaler,vmp,320603007,0302000N0AAASAS,Fluticasone propionate 100micrograms/dose dry powder inhaler
0302000N0AAATAT,Fluticasone propionate 250micrograms/dose dry powder inhaler,vmp,36565411000001101,0302000N0AAATAT,Fluticasone propionate 250micrograms/dose dry powder inhaler
0302000N0AAAUAU,Fluticasone propionate 500micrograms/dose dry powder inhaler,vmp,320605000,0302000N0AAAUAU,Fluticasone propionate 500micrograms/dose dry powder inhaler
0302000N0AAAVAV,Fluticasone 500micrograms/2ml neb liq unit dose vials,,,,
0302000N0AAAWAW,Fluticasone 2mg/2ml nebuliser liquid unit dose vials,,,,
0302000N0AAAXAX,Fluticasone propionate 100microg/Salmeterol 50microg/dose,vmp,320277000,0302000N0AAAXAX,Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler
0302000N0AAAYAY,Fluticasone propionate 250microg/Salmeterol 50microg/dose,vmp,320279002,0302000N0AAAYAY,Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler
0302000N0AABABA,Fluticasone 125micrograms/dose inhaler CFC free,vmp,320614005,0302000N0AABABA,Fluticasone 125micrograms/dose inhaler CFC free
0302000N0AABCBC,Fluticasone 250micrograms/dose inhaler CFC free,vmp,320615006,0302000N0AABCBC,Fluticasone 250micrograms/dose inhaler CFC free
0302000N0AABEBE,Fluticasone 50microg / Salmeterol 25microg/dose inh CFC free,vmp,320274007,0302000N0AABEBE,Fluticasone 50micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free
0302000N0AABFBF,Fluticasone 125mcg/dose / Salmeterol 25mcg/dose inh CFC free,vmp,320275008,0302000N0AABFBF,Fluticasone 125micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free
0302000N0AABGBG,Fluticasone 250mcg/dose / Salmeterol 25mcg/dose inh CFC free,vmp,320276009,0302000N0AABGBG,Fluticasone 250micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free
0302000N0AABHBH,Fluticasone 50micrograms/dose inhaler CFC free,vmp,320618008,0302000N0AABHBH,Fluticasone 50micrograms/dose inhaler CFC free
0302000N0AABJBJ,Fluticasone 125microg / Formoterol 5microg/dose inh CFC free,vmp,21113711000001102,0302000N0AABJBJ,Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free
0302000N0AABKBK,Fluticasone 250microg / Formoterol 10microg/dose inh CFCfree,vmp,21113811000001105,0302000N0AABKBK,Fluticasone 250micrograms/dose / Formoterol 10micrograms/dose inhaler CFC free
0302000N0AABLBL,Fluticasone 50microg / Formoterol 5microg/dose inh CFC free,vmp,21113911000001100,0302000N0AABLBL,Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free
0302000N0AABPBP,Fluticasone 125microg/Formoterol 5microg/dose BA inh CFCfree,vmp,35647511000001107,0302000N0AABPBP,Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free
0302000N0AABQBQ,Fluticasone 50microg/Formoterol 5microg/dose BA inh CFC free,vmp,35647611000001106,0302000N0AABQBQ,Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free
0302000N0BB,Flixotide,,,,
0302000N0BBABAB,Flixotide 50microgram disks,,,,
0302000N0BBAGAG,Flixotide 25micrograms/dose inhaler,,,,
0302000N0BBAPAP,Flixotide 500microgram disks with Diskhaler,,,,
0302000N0BBAQAQ,Flixotide 500microgram disks,,,,
0302000N0BBAVAV,Flixotide 0.5mg/2ml Nebules,,,,
0302000N0BBAWAW,Flixotide 2mg/2ml Nebules,,,,
0302000N0BBBBBH,Flixotide 50micrograms/dose Evohaler,amp,726611000001102,0302000N0BBBBBH,Flixotide 50micrograms/dose Evohaler (GlaxoSmithKline UK Ltd)
0302000N0BC,Seretide,,,,
0302000N0BCAAAX,Seretide 100 Accuhaler,amp,3186911000001100,0302000N0BCAAAX,Seretide 100 Accuhaler (GlaxoSmithKline UK Ltd)
0302000N0BCABAY,Seretide 250 Accuhaler,amp,3187211000001106,0302000N0BCABAY,Seretide 250 Accuhaler (GlaxoSmithKline UK Ltd)
0302000N0BCACAZ,Seretide 500 Accuhaler,amp,3188311000001102,0302000N0BCACAZ,Seretide 500 Accuhaler (GlaxoSmithKline UK Ltd)
0302000N0BCADBE,Seretide 50 Evohaler,amp,453611000001102,0302000N0BCADBE,Seretide 50 Evohaler (GlaxoSmithKline UK Ltd)
0302000N0BCAEBF,Seretide 125 Evohaler,amp,810211000001105,0302000N0BCAEBF,Seretide 125 Evohaler (GlaxoSmithKline UK Ltd)
0302000N0BCAFBG,Seretide 250 Evohaler,amp,539811000001106,0302000N0BCAFBG,Seretide 250 Evohaler (GlaxoSmithKline UK Ltd)
0302000N0BD,Flutiform,,,,
0302000N0BDAABJ,Flutiform 125micrograms/dose / 5micrograms/dose inhaler,amp,21019411000001101,0302000N0BDAABJ,Flutiform 125micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd)
0302000N0BDABBK,Flutiform 250micrograms/dose / 10micrograms/dose inhaler,amp,21019711000001107,0302000N0BDABBK,Flutiform 250micrograms/dose / 10micrograms/dose inhaler (Napp Pharmaceuticals Ltd)
0302000N0BDACBL,Flutiform 50micrograms/dose / 5micrograms/dose inhaler,amp,21020611000001104,0302000N0BDACBL,Flutiform 50micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd)
0302000N0BDADBP,Flutiform K-haler 125microg/dose / 5microg/dose BA inhaler,amp,35647311000001101,0302000N0BDADBP,Flutiform K-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (Napp Pharmaceuticals Ltd)
0302000N0BDAEBQ,Flutiform K-haler 50microg/dose / 5microg/dose BA inh,amp,35650811000001109,0302000N0BDAEBQ,Flutiform K-haler 50micrograms/dose / 5micrograms/dose breath actuated inhaler (Napp Pharmaceuticals Ltd)
0302000N0BF,Sirdupla,,,,
0302000N0BFAABF,Sirdupla 25micrograms/dose / 125micrograms/dose inhaler,amp,29782111000001107,0302000N0BFAABF,Sirdupla 25micrograms/dose / 125micrograms/dose inhaler (Mylan)
0302000N0BFABBG,Sirdupla 25micrograms/dose / 250micrograms/dose inhaler,amp,29782511000001103,0302000N0BFABBG,Sirdupla 25micrograms/dose / 250micrograms/dose inhaler (Mylan)
0302000N0BG,AirFluSal,,,,
0302000N0BGAAAZ,AirFluSal Forspiro 50microg / 500microg/dose dry pdr inh,amp,30950311000001106,0302000N0BGAAAZ,AirFluSal Forspiro 50micrograms/dose / 500micrograms/dose dry powder inhaler (Sandoz Ltd)
0302000N0BGABBF,AirFluSal 25micrograms/dose / 125micrograms/dose inhaler,amp,34215311000001107,0302000N0BGABBF,AirFluSal 25micrograms/dose / 125micrograms/dose inhaler (Sandoz Ltd)
0302000N0BGACBG,AirFluSal 25micrograms/dose / 250micrograms/dose inhaler,amp,34215511000001101,0302000N0BGACBG,AirFluSal 25micrograms/dose / 250micrograms/dose inhaler (Sandoz Ltd)
0302000N0BH,Aerivio Spiromax,,,,
0302000N0BHAAAZ,Aerivio Spiromax 50microg / 500microg/dose dry pdr inh,amp,33679711000001103,0302000N0BHAAAZ,Aerivio Spiromax 50micrograms/dose / 500micrograms/dose dry powder inhaler (Teva UK Ltd)
0302000N0BI,Sereflo,,,,
0302000N0BIAABF,Sereflo 25micrograms/dose / 125micrograms/dose inhaler,amp,34023611000001101,0302000N0BIAABF,Sereflo 25micrograms/dose / 125micrograms/dose inhaler (Cipla EU Ltd)
0302000N0BIABBG,Sereflo 25micrograms/dose / 250micrograms/dose inhaler,amp,34023811000001102,0302000N0BIABBG,Sereflo 25micrograms/dose / 250micrograms/dose inhaler (Cipla EU Ltd)
0302000N0BJ,Aloflute,,,,
0302000N0BJAABF,Aloflute 25micrograms/dose / 125micrograms/dose inhaler,amp,34677011000001107,0302000N0BJAABF,Aloflute 25micrograms/dose / 125micrograms/dose inhaler (Mylan)
0302000N0BJABBG,Aloflute 25micrograms/dose / 250micrograms/dose inhaler,amp,34675711000001103,0302000N0BJABBG,Aloflute 25micrograms/dose / 250micrograms/dose inhaler (Mylan)
0302000N0BK,Fusacomb Easyhaler,,,,
0302000N0BKAAAY,Fusacomb Easyhaler 50microg / 250microg/dose dry pdr inh,amp,35515511000001100,0302000N0BKAAAY,Fusacomb Easyhaler 50micrograms/dose / 250micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
0302000N0BKABAZ,Fusacomb Easyhaler 50microg / 500microg/dose dry pdr inh,amp,35515311000001106,0302000N0BKABAZ,Fusacomb Easyhaler 50micrograms/dose / 500micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
0302000N0BL,Combisal,,,,
0302000N0BLAABE,Combisal 25micrograms/dose / 50micrograms/dose inhaler,amp,35594011000001105,0302000N0BLAABE,Combisal 25micrograms/dose / 50micrograms/dose inhaler (Aspire Pharma Ltd)
0302000N0BLABBF,Combisal 25micrograms/dose / 125micrograms/dose inhaler,amp,35594211000001100,0302000N0BLABBF,Combisal 25micrograms/dose / 125micrograms/dose inhaler (Aspire Pharma Ltd)
0302000N0BLACBG,Combisal 25micrograms/dose / 250micrograms/dose inhaler,amp,35594411000001101,0302000N0BLACBG,Combisal 25micrograms/dose / 250micrograms/dose inhaler (Aspire Pharma Ltd)
0302000N0BM,Stalpex,,,,
0302000N0BMAAAZ,Stalpex 50microg/dose / 500microg/dose dry powder inh,amp,36604711000001102,0302000N0BMAAAZ,Stalpex 50micrograms/dose / 500micrograms/dose dry powder inhaler (Glenmark Pharmaceuticals Europe Ltd)
0302000R0,Mometasone furoate,,,,
0302000R0AA,Mometasone furoate (Inhalation),,,,
0302000R0AAAAAA,Mometasone 200micrograms/dose dry powder inhaler,vmp,408026006,0302000R0AAAAAA,Mometasone 200micrograms/dose dry powder inhaler
0302000R0AAACAC,Mometasone 400micrograms/dose dry powder inhaler,vmp,408013007,0302000R0AAACAC,Mometasone 400micrograms/dose dry powder inhaler
0302000R0BB,Asmanex,,,,
0302000R0BBAAAA,Asmanex 200micrograms/dose Twisthaler,amp,4045711000001107,0302000R0BBAAAA,Asmanex 200micrograms/dose Twisthaler (Merck Sharp & Dohme Ltd)
0302000R0BBACAC,Asmanex 400micrograms/dose Twisthaler,amp,4043811000001103,0302000R0BBACAC,Asmanex 400micrograms/dose Twisthaler (Merck Sharp & Dohme Ltd)
0302000U0,Ciclesonide,,,,
0302000U0AA,Ciclesonide,,,,
0302000U0AAAAAA,Ciclesonide 80micrograms/dose inhaler CFC free,vmp,9004511000001107,0302000U0AAAAAA,Ciclesonide 80micrograms/dose inhaler CFC free
0302000U0AAABAB,Ciclesonide 160micrograms/dose inhaler CFC free,vmp,9004411000001108,0302000U0AAABAB,Ciclesonide 160micrograms/dose inhaler CFC free
0302000U0BB,Alvesco,,,,
0302000U0BBAAAA,Alvesco 80 inhaler,amp,9003911000001102,0302000U0BBAAAA,Alvesco 80 inhaler (AstraZeneca UK Ltd)
0302000U0BBABAB,Alvesco 160 inhaler,amp,9004211000001109,0302000U0BBABAB,Alvesco 160 inhaler (AstraZeneca UK Ltd)
0302000V0,Fluticasone furoate (Inhalation),,,,
0302000V0AA,Fluticasone furoate (Inhalation),,,,
0302000V0AAAAAA,Fluticasone furoate 184microg/Vilanterol 22microg/dose,vmp,23661311000001105,0302000V0AAAAAA,Fluticasone furoate 184micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler
0302000V0AAABAB,Fluticasone furoate 92microg/Vilanterol 22microg/dose,vmp,23661411000001103,0302000V0AAABAB,Fluticasone furoate 92micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler
0302000V0BB,Relvar Ellipta,,,,
0302000V0BBAAAA,Relvar Ellipta 184microg/dose / 22microg/dose dry pdr inh,amp,23621711000001102,0302000V0BBAAAA,Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)
0302000V0BBABAB,Relvar Ellipta 92microg/dose / 22microg/dose dry pdr inh,amp,23622011000001107,0302000V0BBABAB,Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)
0302000V0BC,Trelegy ellipta,,,,
0302000V0BCAAA0,Trelegy Ellipta 92microg/55microg/22microg/dose dry pdr inh,amp,34952211000001104,0302000V0BCAAA0,Trelegy Ellipta 92micrograms/dose / 55micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)
0302000V0BCAAA0,Trelegy Ellipta 92microg/55microg/22microg/dose dry pdr inh,vmp,34955111000001103,0302000V0BCAAA0,Generic Trelegy Ellipta 92micrograms/dose / 55micrograms/dose / 22micrograms/dose dry powder inhaler
,,amp,34681611000001100,0301011ABBBAAA0,Trimbow 87micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler (Chiesi Ltd)
,,vmp,34683311000001106,0301011ABBBAAA0,Generic Trimbow 87micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler
